transaction_id,recovered,transaction_amount,recovery_probability,priority_score,priority
txn_000986,1,31507.76,0.8351,0.7027,MEDIUM
txn_001856,1,41038.88,0.835,0.6677,MEDIUM
txn_000174,1,848.87,0.8349,0.5825,MEDIUM
txn_001047,0,40554.56,0.8349,0.8165,HIGH
txn_002447,1,44704.04,0.8343,0.8059,HIGH
txn_001052,1,31111.27,0.8342,0.8027,HIGH
txn_001513,0,8101.03,0.8338,0.6684,MEDIUM
txn_001043,1,3719.28,0.8335,0.7629,HIGH
txn_001694,0,21969.03,0.8333,0.5769,MEDIUM
txn_001540,1,15160.93,0.8333,0.7321,MEDIUM
txn_002787,1,45541.89,0.8331,0.7729,HIGH
txn_002430,1,15780.24,0.8331,0.7451,MEDIUM
txn_002307,1,18506.71,0.8329,0.6875,MEDIUM
txn_001835,1,13334.56,0.8325,0.6842,MEDIUM
txn_000139,0,2597.51,0.8325,0.6562,MEDIUM
txn_001765,1,20182.58,0.8323,0.7399,MEDIUM
txn_002003,1,48479.97,0.8322,0.8358,HIGH
txn_000137,1,8620.24,0.8321,0.6808,MEDIUM
txn_000733,1,14665.98,0.8319,0.7439,MEDIUM
txn_001861,1,28990.21,0.8318,0.7612,HIGH
txn_001190,1,45185.39,0.8317,0.7885,HIGH
txn_001795,1,48310.62,0.8317,0.776,HIGH
txn_002142,0,9075.28,0.8314,0.6684,MEDIUM
txn_001200,1,12292.53,0.831,0.7025,MEDIUM
txn_000057,1,18280.35,0.8309,0.7055,MEDIUM
txn_001144,1,45793.76,0.8305,0.7972,HIGH
txn_002448,0,11967.82,0.8304,0.7127,MEDIUM
txn_001773,1,9636.17,0.8301,0.6605,MEDIUM
txn_001007,1,39501.2,0.8298,0.7899,HIGH
txn_001377,1,21615.17,0.8296,0.6591,MEDIUM
txn_002136,1,28973.76,0.8294,0.7228,MEDIUM
txn_001535,1,8292.76,0.8294,0.7228,MEDIUM
txn_000084,1,45054.95,0.8289,0.8266,HIGH
txn_000051,1,29645.52,0.8289,0.76,HIGH
txn_002778,1,35385.87,0.8286,0.7945,HIGH
txn_001668,1,41050.97,0.8283,0.8573,HIGH
txn_003000,1,16997.29,0.8278,0.6866,MEDIUM
txn_000910,1,5606.44,0.8278,0.5968,MEDIUM
txn_000496,1,15314.11,0.8276,0.711,MEDIUM
txn_000450,1,9736.18,0.8274,0.6132,MEDIUM
txn_000066,1,11833.67,0.8272,0.5812,MEDIUM
txn_002071,1,49602.92,0.8271,0.8649,HIGH
txn_001666,1,29987.01,0.8271,0.7256,MEDIUM
txn_002803,1,41913.07,0.827,0.796,HIGH
txn_000547,1,2217.36,0.8269,0.5729,MEDIUM
txn_000233,1,44799.03,0.8268,0.7603,HIGH
txn_000215,1,43209.34,0.8267,0.7738,HIGH
txn_002291,1,4096.83,0.8265,0.687,MEDIUM
txn_001897,1,49006.14,0.8265,0.8926,HIGH
txn_000737,1,22314.41,0.8263,0.6791,MEDIUM
txn_000513,1,32924.52,0.8263,0.7435,MEDIUM
txn_002631,1,13401.57,0.8261,0.6484,MEDIUM
txn_002107,1,27029.73,0.8259,0.6837,MEDIUM
txn_000166,1,33955.1,0.8255,0.7415,MEDIUM
txn_001761,0,8112.17,0.8252,0.6942,MEDIUM
txn_001657,1,32715.62,0.8251,0.7839,HIGH
txn_000335,1,34568.13,0.825,0.73,MEDIUM
txn_002105,1,49644.23,0.825,0.8212,HIGH
txn_001089,1,35288.02,0.8247,0.7162,MEDIUM
txn_000898,1,2600.47,0.8247,0.5975,MEDIUM
txn_000955,0,44466.62,0.8247,0.8146,HIGH
txn_002560,1,41200.34,0.8243,0.7056,MEDIUM
txn_002822,1,21125.03,0.824,0.7349,MEDIUM
txn_001873,0,15570.89,0.8239,0.6838,MEDIUM
txn_000815,0,5791.18,0.8239,0.5959,MEDIUM
txn_000434,1,17436.2,0.8239,0.7436,MEDIUM
txn_002343,0,42821.22,0.8239,0.8032,HIGH
txn_001353,1,33121.97,0.8237,0.6399,MEDIUM
txn_002746,0,8184.92,0.8237,0.6723,MEDIUM
txn_002305,1,7525.06,0.8235,0.665,MEDIUM
txn_002319,0,12557.51,0.8234,0.655,MEDIUM
txn_000440,1,15774.51,0.8232,0.6907,MEDIUM
txn_002440,1,47401.74,0.8232,0.7666,HIGH
txn_000044,1,46614.31,0.8231,0.7513,HIGH
txn_002338,1,16666.53,0.8231,0.6819,MEDIUM
txn_001187,1,15388.78,0.823,0.6666,MEDIUM
txn_000454,1,9619.11,0.8229,0.6822,MEDIUM
txn_000936,1,43399.06,0.8227,0.8302,HIGH
txn_001092,1,24845.3,0.8226,0.7265,MEDIUM
txn_001512,1,4147.46,0.8226,0.615,MEDIUM
txn_000399,1,23370.82,0.8225,0.7688,HIGH
txn_000757,1,24687.29,0.8225,0.7222,MEDIUM
txn_001997,1,36227.64,0.8225,0.7101,MEDIUM
txn_002121,1,18454.71,0.8222,0.7555,HIGH
txn_002862,1,37395.58,0.8219,0.7798,HIGH
txn_002676,1,8806.25,0.8216,0.6394,MEDIUM
txn_002644,1,9193.29,0.8215,0.6954,MEDIUM
txn_000854,1,28496.78,0.8212,0.7696,HIGH
txn_000641,1,12811.62,0.8211,0.6294,MEDIUM
txn_002303,1,46525.94,0.8209,0.7655,HIGH
txn_000592,1,30205.79,0.8205,0.6924,MEDIUM
txn_002540,0,1511.33,0.8205,0.5698,MEDIUM
txn_002413,0,47586.36,0.8204,0.8053,HIGH
txn_000172,0,46544.22,0.8204,0.7752,HIGH
txn_002257,1,702.78,0.8202,0.5184,LOW
txn_000318,1,2999.97,0.8199,0.636,MEDIUM
txn_000647,1,14786.71,0.8195,0.6773,MEDIUM
txn_001467,0,10128.36,0.8193,0.644,MEDIUM
txn_000232,1,48410.2,0.8193,0.7866,HIGH
txn_002174,1,15442.39,0.8191,0.6787,MEDIUM
txn_001975,1,25764.68,0.8188,0.6974,MEDIUM
txn_001810,1,1936.92,0.8187,0.6957,MEDIUM
txn_000567,1,20906.15,0.8186,0.728,MEDIUM
txn_001304,1,15369.67,0.8185,0.7202,MEDIUM
txn_002525,1,7436.22,0.8183,0.6003,MEDIUM
txn_001487,1,42982.84,0.8183,0.8067,HIGH
txn_002252,0,10873.1,0.8181,0.67,MEDIUM
txn_000497,1,30962.8,0.8179,0.7574,HIGH
txn_001336,1,13021.77,0.8175,0.6448,MEDIUM
txn_000400,1,47730.25,0.8174,0.7541,HIGH
txn_001363,1,24708.44,0.8173,0.7144,MEDIUM
txn_000034,1,45675.65,0.8172,0.7836,HIGH
txn_000483,1,11122.16,0.8172,0.7038,MEDIUM
txn_002586,1,32224.54,0.8172,0.7462,MEDIUM
txn_001398,1,39682.97,0.817,0.723,MEDIUM
txn_002602,1,6367.83,0.8168,0.6463,MEDIUM
txn_002961,0,25515.4,0.8166,0.7037,MEDIUM
txn_002852,1,1583.61,0.8163,0.5749,MEDIUM
txn_002687,1,31361.31,0.8161,0.6923,MEDIUM
txn_000882,1,22187.04,0.8159,0.7709,HIGH
txn_001528,1,43221.52,0.8159,0.7505,HIGH
txn_001596,1,22303.02,0.8157,0.6463,MEDIUM
txn_000551,1,33641.29,0.8157,0.7533,HIGH
txn_002884,1,42340.43,0.8157,0.8329,HIGH
txn_000793,1,48851.18,0.8148,0.8524,HIGH
txn_002394,1,26856.37,0.8148,0.7855,HIGH
txn_002039,1,21111.94,0.8147,0.7291,MEDIUM
txn_000747,1,36385.08,0.8144,0.7451,MEDIUM
txn_001529,1,38962.44,0.8144,0.7636,HIGH
txn_000603,0,21203.4,0.8144,0.6226,MEDIUM
txn_001957,1,37436.03,0.8144,0.7688,HIGH
txn_001288,1,8274.17,0.8143,0.6703,MEDIUM
txn_002634,1,8762.07,0.8139,0.6732,MEDIUM
txn_001102,1,35476.98,0.8139,0.717,MEDIUM
txn_001756,1,39127.3,0.8138,0.6906,MEDIUM
txn_002367,0,22313.98,0.8135,0.7129,MEDIUM
txn_001863,1,47616.88,0.8135,0.8167,HIGH
txn_002262,0,27360.15,0.8134,0.653,MEDIUM
txn_000237,1,44815.03,0.8134,0.8093,HIGH
txn_002049,1,809.01,0.8132,0.6744,MEDIUM
txn_002764,0,47198.62,0.8127,0.7591,HIGH
txn_002381,1,11395.64,0.8125,0.6477,MEDIUM
txn_001483,1,14257.1,0.8124,0.643,MEDIUM
txn_001578,1,39352.29,0.8124,0.8092,HIGH
txn_001926,1,46519.72,0.8123,0.8714,HIGH
txn_001010,1,45400.44,0.8122,0.8053,HIGH
txn_000085,1,24715.44,0.8121,0.679,MEDIUM
txn_000142,1,13594.16,0.812,0.703,MEDIUM
txn_001306,1,16127.05,0.8119,0.7171,MEDIUM
txn_001599,1,37345.21,0.8118,0.7751,HIGH
txn_001806,1,33879.57,0.8116,0.7542,HIGH
txn_000429,1,46733.66,0.8115,0.8141,HIGH
txn_002366,1,46840.39,0.8114,0.8257,HIGH
txn_000586,1,14674.02,0.8113,0.6557,MEDIUM
txn_001298,1,24913.75,0.8112,0.6514,MEDIUM
txn_001504,1,40318.5,0.8111,0.7591,HIGH
txn_000956,1,40150.62,0.811,0.7438,MEDIUM
txn_002685,1,41168.73,0.8109,0.7322,MEDIUM
txn_000954,1,6991.99,0.8108,0.662,MEDIUM
txn_000460,1,19640.75,0.8108,0.6938,MEDIUM
txn_002788,0,34670.37,0.8107,0.7378,MEDIUM
txn_001614,0,7135.26,0.8105,0.6251,MEDIUM
txn_002018,1,21384.31,0.8104,0.719,MEDIUM
txn_002152,1,12996.6,0.8101,0.7449,MEDIUM
txn_002070,1,39725.75,0.8094,0.7557,HIGH
txn_002330,1,4227.41,0.8092,0.6778,MEDIUM
txn_001747,1,32226.55,0.8091,0.741,MEDIUM
txn_000360,0,48224.79,0.809,0.8164,HIGH
txn_000296,1,47579.56,0.8086,0.7589,HIGH
txn_000187,1,49098.9,0.8084,0.8406,HIGH
txn_001848,1,49278.82,0.8084,0.817,HIGH
txn_002023,1,20508.59,0.8082,0.7014,MEDIUM
txn_000344,0,31151.63,0.8081,0.6881,MEDIUM
txn_002090,1,33741.5,0.808,0.7837,HIGH
txn_000884,1,41392.08,0.8078,0.8278,HIGH
txn_001465,1,21895.76,0.8078,0.6917,MEDIUM
txn_002347,1,38797.33,0.8077,0.7989,HIGH
txn_000315,0,11983.17,0.8075,0.6641,MEDIUM
txn_001227,1,16161.07,0.8073,0.6544,MEDIUM
txn_000169,1,11318.52,0.807,0.6705,MEDIUM
txn_001980,1,40179.51,0.8069,0.7536,HIGH
txn_001725,1,13249.1,0.8069,0.6044,MEDIUM
txn_000407,1,16000.99,0.8069,0.6913,MEDIUM
txn_000666,1,1724.15,0.8069,0.5937,MEDIUM
txn_001718,0,35068.44,0.8069,0.7616,HIGH
txn_000693,1,49511.55,0.8066,0.7882,HIGH
txn_000535,1,21022.95,0.8065,0.7232,MEDIUM
txn_000762,1,47727.36,0.806,0.7684,HIGH
txn_001853,1,2713.02,0.806,0.6568,MEDIUM
txn_002784,1,38728.61,0.8059,0.7083,MEDIUM
txn_001527,1,31323.51,0.8058,0.6702,MEDIUM
txn_000098,0,27425.53,0.8057,0.7299,MEDIUM
txn_002315,1,16651.08,0.8057,0.7187,MEDIUM
txn_001051,0,22275.4,0.8056,0.6902,MEDIUM
txn_001265,1,42501.6,0.8053,0.7431,MEDIUM
txn_002342,1,1935.81,0.8052,0.5493,LOW
txn_002123,1,31573.41,0.805,0.7178,MEDIUM
txn_001059,1,22994.16,0.8048,0.7016,MEDIUM
txn_002912,1,20645.16,0.8046,0.6531,MEDIUM
txn_001799,1,18830.42,0.8046,0.721,MEDIUM
txn_000820,1,6104.96,0.8042,0.6007,MEDIUM
txn_000790,1,9490.88,0.8041,0.5834,MEDIUM
txn_000116,0,11208.96,0.8041,0.704,MEDIUM
txn_002888,1,12962.25,0.8034,0.5466,LOW
txn_002339,1,41566.05,0.8033,0.7783,HIGH
txn_001254,1,26527.94,0.8033,0.7683,HIGH
txn_000760,0,21951.54,0.8033,0.6061,MEDIUM
txn_000276,1,3585.07,0.8032,0.6066,MEDIUM
txn_001612,0,30683.05,0.8031,0.7294,MEDIUM
txn_002008,0,17959.05,0.803,0.634,MEDIUM
txn_001372,0,17668.47,0.8023,0.7014,MEDIUM
txn_001533,1,13372.32,0.8023,0.6504,MEDIUM
txn_001945,0,37948.95,0.8022,0.7542,HIGH
txn_001602,1,21249.75,0.8022,0.7094,MEDIUM
txn_001358,1,16128.68,0.802,0.7047,MEDIUM
txn_001140,1,29530.83,0.802,0.722,MEDIUM
txn_002156,1,29206.79,0.802,0.7102,MEDIUM
txn_000200,1,9126.81,0.8018,0.6715,MEDIUM
txn_000698,1,29771.11,0.8017,0.6683,MEDIUM
txn_001396,1,36874.69,0.8008,0.7146,MEDIUM
txn_001549,1,7085.5,0.8005,0.6959,MEDIUM
txn_001389,1,27765.74,0.8002,0.6764,MEDIUM
txn_000773,1,10256.52,0.8,0.603,MEDIUM
txn_000501,1,18612.94,0.7997,0.699,MEDIUM
txn_000788,1,23921.04,0.7996,0.7984,HIGH
txn_000067,1,49560.2,0.7994,0.7947,HIGH
txn_000855,0,41896.61,0.7994,0.7707,HIGH
txn_002332,1,34741.5,0.7994,0.7511,HIGH
txn_000745,1,20130.91,0.7993,0.6369,MEDIUM
txn_002832,1,22620.99,0.7991,0.6999,MEDIUM
txn_000443,1,5377.18,0.7991,0.6418,MEDIUM
txn_000266,1,10902.84,0.799,0.6325,MEDIUM
txn_002074,1,11861.1,0.799,0.6461,MEDIUM
txn_000622,0,1801.83,0.7989,0.6431,MEDIUM
txn_001950,1,20418.4,0.7989,0.6434,MEDIUM
txn_002730,1,48467.88,0.7975,0.7914,HIGH
txn_002865,1,49925.46,0.7975,0.8071,HIGH
txn_002777,0,22265.47,0.7974,0.7394,MEDIUM
txn_000433,0,40149.71,0.7974,0.7691,HIGH
txn_002914,1,40359.6,0.7974,0.7297,MEDIUM
txn_002770,1,24856.6,0.7967,0.7456,MEDIUM
txn_002733,1,48569.91,0.7967,0.7974,HIGH
txn_001188,1,35835.37,0.7965,0.7674,HIGH
txn_001874,1,39451.32,0.7963,0.6844,MEDIUM
txn_001902,1,10328.6,0.7963,0.6334,MEDIUM
txn_002435,1,10448.72,0.7958,0.5976,MEDIUM
txn_001922,1,21920.28,0.7958,0.6826,MEDIUM
txn_000255,1,28928.68,0.7957,0.6108,MEDIUM
txn_001083,1,48072.64,0.7956,0.8067,HIGH
txn_000684,1,46230.95,0.7955,0.8101,HIGH
txn_000652,1,27301.16,0.7953,0.7336,MEDIUM
txn_001060,0,32326.26,0.7953,0.7358,MEDIUM
txn_002295,0,18920.98,0.7953,0.6592,MEDIUM
txn_002896,1,21737.7,0.7953,0.7386,MEDIUM
txn_001577,1,28389.96,0.7952,0.7775,HIGH
txn_001615,0,19102.49,0.7951,0.695,MEDIUM
txn_000240,1,26676.72,0.795,0.7002,MEDIUM
txn_002627,1,47565.41,0.7949,0.7409,MEDIUM
txn_002891,0,31294.28,0.7949,0.7068,MEDIUM
txn_001323,1,2891.17,0.7945,0.6321,MEDIUM
txn_002005,1,17462.09,0.7944,0.7148,MEDIUM
txn_002612,1,4338.23,0.7942,0.6896,MEDIUM
txn_001116,1,35313.07,0.7942,0.736,MEDIUM
txn_001064,1,21462.33,0.7942,0.6259,MEDIUM
txn_001290,0,45159.37,0.7942,0.75,MEDIUM
txn_002775,1,48606.51,0.7942,0.7523,HIGH
txn_000435,0,42965.85,0.7942,0.7544,HIGH
txn_000048,0,1869.92,0.7938,0.628,MEDIUM
txn_001727,0,35475.68,0.7936,0.6775,MEDIUM
txn_001826,0,44042.15,0.7936,0.7505,HIGH
txn_002639,1,2227.41,0.7929,0.655,MEDIUM
txn_001906,0,9916.63,0.7927,0.6292,MEDIUM
txn_001030,1,36183.19,0.7925,0.7932,HIGH
txn_000118,0,44014.86,0.7925,0.6864,MEDIUM
txn_001394,1,35364.97,0.7924,0.8022,HIGH
txn_002418,0,14515.66,0.7922,0.6506,MEDIUM
txn_002495,1,33177.18,0.7921,0.772,HIGH
txn_000608,1,46302.43,0.792,0.7334,MEDIUM
txn_001476,1,29154.77,0.7918,0.656,MEDIUM
txn_002882,1,49478.46,0.7917,0.7674,HIGH
txn_002982,1,14438.92,0.7917,0.7046,MEDIUM
txn_001629,1,35252.9,0.7916,0.7039,MEDIUM
txn_002491,1,49463.45,0.7915,0.7809,HIGH
txn_000992,1,43533.12,0.7915,0.7359,MEDIUM
txn_000972,1,7336.14,0.7914,0.6602,MEDIUM
txn_000685,0,18739.53,0.7913,0.6955,MEDIUM
txn_001391,1,5685.65,0.7911,0.6393,MEDIUM
txn_001113,0,19833.25,0.7911,0.7286,MEDIUM
txn_001207,1,8314.23,0.7907,0.6479,MEDIUM
txn_001281,1,43971.96,0.7905,0.6645,MEDIUM
txn_002548,1,22791.37,0.7903,0.6685,MEDIUM
txn_000364,1,43923.32,0.79,0.7446,MEDIUM
txn_001910,0,34094.69,0.7898,0.7098,MEDIUM
txn_002729,0,37507.94,0.7894,0.8126,HIGH
txn_002910,1,33872.84,0.7894,0.7648,HIGH
txn_001829,1,18343.27,0.7893,0.6206,MEDIUM
txn_000620,1,33323.62,0.7891,0.6836,MEDIUM
txn_000060,1,36132.34,0.7891,0.7369,MEDIUM
txn_001276,1,45339.47,0.789,0.8065,HIGH
txn_002322,0,15877.68,0.7887,0.7226,MEDIUM
txn_000600,1,3002.49,0.7885,0.6119,MEDIUM
txn_001055,1,15160.41,0.7877,0.6595,MEDIUM
txn_001854,0,41191.82,0.7876,0.7369,MEDIUM
txn_000363,1,25401.03,0.7876,0.6974,MEDIUM
txn_001567,0,2060.81,0.7876,0.5999,MEDIUM
txn_001550,1,39266.14,0.7875,0.6752,MEDIUM
txn_000275,1,21965.17,0.7872,0.6874,MEDIUM
txn_001459,1,48967.38,0.787,0.7799,HIGH
txn_002848,1,9273.12,0.7866,0.6508,MEDIUM
txn_002239,1,32481.15,0.7865,0.7755,HIGH
txn_000286,1,13517.28,0.7864,0.7587,HIGH
txn_000123,0,34944.0,0.7864,0.7057,MEDIUM
txn_002253,1,29534.43,0.7863,0.7455,MEDIUM
txn_002483,0,29364.07,0.7862,0.7321,MEDIUM
txn_002217,1,6358.04,0.786,0.6327,MEDIUM
txn_001435,1,37004.21,0.786,0.7548,HIGH
txn_001632,1,649.02,0.7859,0.5916,MEDIUM
txn_002032,0,28101.99,0.7859,0.6594,MEDIUM
txn_002728,0,12665.77,0.7857,0.5929,MEDIUM
txn_001446,1,13575.17,0.7855,0.6792,MEDIUM
txn_002794,1,43854.08,0.7851,0.7504,HIGH
txn_001469,1,15528.13,0.785,0.6013,MEDIUM
txn_001249,1,17995.96,0.7847,0.6792,MEDIUM
txn_002829,0,15598.35,0.7843,0.5903,MEDIUM
txn_002596,1,31279.15,0.7838,0.7328,MEDIUM
txn_001145,0,6582.12,0.7835,0.6092,MEDIUM
txn_002234,0,25892.59,0.7832,0.6736,MEDIUM
txn_002767,0,38721.6,0.7832,0.7003,MEDIUM
txn_002268,1,14345.23,0.7831,0.707,MEDIUM
txn_000856,1,19917.87,0.783,0.6841,MEDIUM
txn_001925,1,24865.53,0.7829,0.6542,MEDIUM
txn_002386,0,45822.76,0.7828,0.7145,MEDIUM
txn_002658,0,32787.4,0.7827,0.5685,MEDIUM
txn_000657,1,3023.89,0.7826,0.5772,MEDIUM
txn_002398,1,12989.54,0.782,0.7158,MEDIUM
txn_001203,1,37609.35,0.7818,0.6748,MEDIUM
txn_001636,1,15197.34,0.7818,0.7058,MEDIUM
txn_002834,1,27051.71,0.7818,0.6539,MEDIUM
txn_000333,1,17478.56,0.7816,0.6197,MEDIUM
txn_001674,1,14818.21,0.7815,0.6909,MEDIUM
txn_000959,1,25810.72,0.7814,0.7396,MEDIUM
txn_000706,1,44180.03,0.7809,0.6742,MEDIUM
txn_002760,1,25686.92,0.7808,0.671,MEDIUM
txn_002883,1,12958.02,0.7807,0.6936,MEDIUM
txn_001454,0,15334.63,0.7801,0.672,MEDIUM
txn_001839,1,6887.04,0.7795,0.579,MEDIUM
txn_001669,1,11808.16,0.7792,0.7033,MEDIUM
txn_002921,1,14559.01,0.7791,0.6421,MEDIUM
txn_002138,1,10942.72,0.7791,0.6113,MEDIUM
txn_001934,1,38421.65,0.7789,0.6394,MEDIUM
txn_001954,1,5682.66,0.7788,0.559,MEDIUM
txn_002731,0,12915.42,0.7787,0.6967,MEDIUM
txn_001278,1,44276.21,0.7787,0.7321,MEDIUM
txn_002667,1,17062.99,0.7786,0.6792,MEDIUM
txn_001690,1,4172.54,0.7784,0.669,MEDIUM
txn_000192,1,35116.75,0.7781,0.6262,MEDIUM
txn_000284,1,15308.6,0.7777,0.6982,MEDIUM
txn_001496,1,6626.86,0.7777,0.5872,MEDIUM
txn_000262,1,30010.04,0.7776,0.6543,MEDIUM
txn_002907,1,43412.63,0.7773,0.7504,HIGH
txn_002734,1,16450.94,0.7772,0.6962,MEDIUM
txn_002012,1,1116.75,0.7772,0.5389,LOW
txn_002754,1,25700.13,0.7771,0.6163,MEDIUM
txn_001248,0,2862.08,0.7767,0.653,MEDIUM
txn_001045,1,45175.24,0.7765,0.735,MEDIUM
txn_002352,1,404.56,0.7763,0.6021,MEDIUM
txn_000475,0,25117.85,0.7763,0.7568,HIGH
txn_000948,0,15038.28,0.7762,0.582,MEDIUM
txn_002706,0,41257.69,0.7759,0.7352,MEDIUM
txn_001128,0,45713.33,0.7755,0.7406,MEDIUM
txn_001900,0,1355.97,0.7755,0.5683,MEDIUM
txn_001779,1,4532.93,0.7753,0.5684,MEDIUM
txn_001042,1,48467.95,0.7751,0.7533,HIGH
txn_001002,1,44392.89,0.7749,0.7688,HIGH
txn_000601,1,3918.15,0.7748,0.6278,MEDIUM
txn_001917,1,12535.75,0.7748,0.631,MEDIUM
txn_002558,1,3999.09,0.7747,0.6367,MEDIUM
txn_002190,1,41451.78,0.7746,0.7426,MEDIUM
txn_000962,1,20490.3,0.7744,0.5934,MEDIUM
txn_001309,1,36898.72,0.7743,0.613,MEDIUM
txn_000128,1,21545.8,0.7741,0.627,MEDIUM
txn_000889,1,44437.88,0.7741,0.782,HIGH
txn_001475,1,47334.35,0.774,0.7435,MEDIUM
txn_001209,0,22405.22,0.7739,0.623,MEDIUM
txn_001417,1,647.92,0.7737,0.6135,MEDIUM
txn_000158,1,4672.65,0.7732,0.6814,MEDIUM
txn_000487,1,20644.03,0.7732,0.6993,MEDIUM
txn_000976,1,26979.08,0.7732,0.68,MEDIUM
txn_002587,1,4743.13,0.7731,0.5709,MEDIUM
txn_002230,1,27572.89,0.7731,0.6683,MEDIUM
txn_001477,1,14862.27,0.7727,0.6897,MEDIUM
txn_001326,1,14226.87,0.7726,0.7059,MEDIUM
txn_000987,1,36914.99,0.7725,0.6793,MEDIUM
txn_002368,1,30286.09,0.7723,0.7309,MEDIUM
txn_000615,1,19695.69,0.7718,0.6399,MEDIUM
txn_000047,1,26686.5,0.7718,0.6629,MEDIUM
txn_002974,1,42903.29,0.7717,0.7203,MEDIUM
txn_001034,1,39635.34,0.7717,0.7329,MEDIUM
txn_002429,1,7456.35,0.7715,0.5868,MEDIUM
txn_001967,1,27231.94,0.7714,0.6773,MEDIUM
txn_002399,1,41949.5,0.7711,0.7749,HIGH
txn_000961,0,25527.18,0.7711,0.6992,MEDIUM
txn_001893,1,8125.35,0.7708,0.5742,MEDIUM
txn_001984,1,19574.31,0.7705,0.6232,MEDIUM
txn_001070,1,11060.99,0.7705,0.6711,MEDIUM
txn_002221,1,36828.22,0.7704,0.7371,MEDIUM
txn_000337,1,14057.73,0.77,0.6293,MEDIUM
txn_001820,0,42022.87,0.7699,0.6988,MEDIUM
txn_000805,1,17905.66,0.7697,0.6206,MEDIUM
txn_000562,0,22915.14,0.7695,0.7418,MEDIUM
txn_002183,1,45622.85,0.769,0.7697,HIGH
txn_000235,0,28927.5,0.7688,0.7088,MEDIUM
txn_001586,1,3022.03,0.7687,0.5853,MEDIUM
txn_000075,1,38686.57,0.7685,0.6815,MEDIUM
txn_001877,1,33010.38,0.7685,0.7123,MEDIUM
txn_000090,0,46561.25,0.7684,0.7113,MEDIUM
txn_000411,1,21250.59,0.768,0.72,MEDIUM
txn_002607,1,10066.79,0.7677,0.6487,MEDIUM
txn_002551,0,7535.2,0.7674,0.6608,MEDIUM
txn_000141,1,17172.62,0.7674,0.6081,MEDIUM
txn_000674,1,41710.27,0.7673,0.6989,MEDIUM
txn_001626,1,16076.04,0.7673,0.5591,MEDIUM
txn_002931,1,40384.26,0.7671,0.7392,MEDIUM
txn_002387,1,22456.79,0.7666,0.7093,MEDIUM
txn_000256,1,47307.05,0.7666,0.7265,MEDIUM
txn_001748,1,48749.86,0.7665,0.79,HIGH
txn_002285,1,36117.23,0.7665,0.6888,MEDIUM
txn_002789,1,7756.23,0.7663,0.6368,MEDIUM
txn_002433,0,15694.18,0.7663,0.6438,MEDIUM
txn_000613,0,10651.26,0.7659,0.6134,MEDIUM
txn_002963,1,6539.44,0.7658,0.609,MEDIUM
txn_000022,1,24682.47,0.7657,0.6874,MEDIUM
txn_000498,0,43745.84,0.7654,0.7208,MEDIUM
txn_002926,1,23928.96,0.7652,0.6576,MEDIUM
txn_000299,1,34624.08,0.7652,0.7361,MEDIUM
txn_001079,1,14737.1,0.7651,0.6965,MEDIUM
txn_002601,1,27414.21,0.7649,0.688,MEDIUM
txn_002994,1,31694.12,0.7647,0.6793,MEDIUM
txn_002126,0,35731.5,0.7646,0.7451,MEDIUM
txn_000735,0,41431.13,0.7642,0.7053,MEDIUM
txn_002263,0,21822.82,0.7641,0.6954,MEDIUM
txn_000875,1,24405.04,0.7639,0.6288,MEDIUM
txn_001752,1,11832.79,0.7638,0.6872,MEDIUM
txn_002372,1,33409.64,0.7637,0.667,MEDIUM
txn_002021,1,46404.05,0.7632,0.6984,MEDIUM
txn_002229,1,7951.47,0.7631,0.6084,MEDIUM
txn_000227,1,41412.14,0.763,0.6878,MEDIUM
txn_002895,1,46251.53,0.763,0.7502,HIGH
txn_000310,1,42136.92,0.7628,0.6709,MEDIUM
txn_002383,0,39088.0,0.7627,0.7595,HIGH
txn_000180,0,25879.84,0.7625,0.6019,MEDIUM
txn_002298,0,40891.98,0.7621,0.6555,MEDIUM
txn_001399,1,5708.41,0.7619,0.646,MEDIUM
txn_002248,1,14026.05,0.7619,0.6255,MEDIUM
txn_002502,1,45105.12,0.7617,0.7461,MEDIUM
txn_000726,1,991.49,0.7611,0.5967,MEDIUM
txn_001770,1,12594.4,0.7608,0.631,MEDIUM
txn_002593,1,21651.72,0.7608,0.6472,MEDIUM
txn_000852,1,20907.66,0.76,0.6286,MEDIUM
txn_001702,1,20847.55,0.7599,0.5651,MEDIUM
txn_000327,1,35825.97,0.7599,0.6548,MEDIUM
txn_000226,1,14838.67,0.7598,0.589,MEDIUM
txn_000129,1,43632.36,0.7597,0.6977,MEDIUM
txn_001437,0,16087.56,0.7596,0.6531,MEDIUM
txn_000154,1,35602.06,0.7592,0.6693,MEDIUM
txn_001300,0,48771.56,0.7592,0.7285,MEDIUM
txn_001388,0,24505.51,0.7591,0.6588,MEDIUM
txn_002641,1,15173.8,0.759,0.6304,MEDIUM
txn_000540,1,30388.87,0.7587,0.7146,MEDIUM
txn_001100,0,20662.92,0.7587,0.6386,MEDIUM
txn_000216,0,1443.32,0.7586,0.5305,LOW
txn_000650,1,34794.65,0.7579,0.6002,MEDIUM
txn_002975,1,42522.22,0.7579,0.7314,MEDIUM
txn_002890,1,17123.93,0.7578,0.5406,LOW
txn_001844,1,43840.34,0.7577,0.7091,MEDIUM
txn_000713,0,2293.83,0.7576,0.5754,MEDIUM
txn_001532,1,12273.95,0.7576,0.6602,MEDIUM
