transaction_id,customer_id,transaction_amount,customer_transaction_count,customer_success_rate,payment_method,payment_method_success_rate,channel,preferred_channel,product_interest_score,checkout_progress,customer_email_available,customer_phone_available,scenario,payment_status,failure_reason,revenue_at_risk,recovery_attempts,promise_to_pay,recovered,money_recovered,force_recovery_failure
txn_000738,cust_0304,21608.16,24,0.589,NETBANKING,0.919,subscription,sms,0.78,0.478,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000739,cust_0090,16311.79,18,0.799,WALLET,0.73,mobile,whatsapp,0.737,0.45,1,1,payment_failure,failed,mandate_failed,1,3,1,1,16311.79,0
txn_000740,cust_0427,5099.6,10,0.771,UPI,0.918,subscription,sms,0.37,0.173,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000741,cust_0351,42388.44,3,0.808,UPI,0.848,web,whatsapp,0.914,0.968,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000742,cust_0476,20186.53,24,0.927,NETBANKING,0.808,web,sms,0.842,0.431,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000743,cust_0525,47350.2,8,0.916,NETBANKING,0.78,invoice,whatsapp,0.175,0.775,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000744,cust_0607,5504.28,7,0.857,NETBANKING,0.897,web,whatsapp,0.72,0.085,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000745,cust_0480,20130.91,11,0.874,NETBANKING,0.943,mobile,whatsapp,0.175,0.071,1,1,mandate_failure,failed,mandate_failed,1,1,1,1,20130.91,0
txn_000746,cust_0206,39356.86,22,0.975,NETBANKING,0.763,mobile,whatsapp,0.049,0.292,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000747,cust_0450,36385.08,11,0.837,NETBANKING,0.886,payment_link,sms,0.523,0.899,1,0,checkout_dropoff,abandoned,customer_abandoned,1,1,1,1,36385.08,0
txn_000748,cust_0600,21012.3,19,0.724,CARD,0.885,payment_link,sms,0.972,0.068,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000749,cust_0375,22137.98,8,0.79,CARD,0.934,invoice,email,0.054,0.07,1,1,checkout_dropoff,abandoned,customer_abandoned,1,1,0,0,0.0,0
txn_000750,cust_0341,5820.9,21,0.849,NETBANKING,0.802,mobile,whatsapp,0.119,0.029,1,1,checkout_dropoff,abandoned,customer_abandoned,1,2,0,0,0.0,0
txn_000751,cust_0083,17579.95,20,0.818,WALLET,0.933,invoice,email,0.789,0.76,1,1,mandate_failure,failed,mandate_failed,1,3,0,1,17579.95,0
txn_000752,cust_0570,30476.96,24,0.711,UPI,0.733,web,email,0.348,0.763,1,1,checkout_dropoff,abandoned,customer_abandoned,1,1,0,0,0.0,0
txn_000753,cust_0047,7073.77,1,0.766,UPI,0.773,payment_link,sms,0.43,0.487,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000754,cust_0568,37710.03,18,0.453,CARD,0.8,web,email,0.614,0.861,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000755,cust_0343,30271.6,24,0.805,WALLET,0.861,invoice,sms,0.847,0.519,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000756,cust_0247,14783.21,20,0.877,WALLET,0.83,mobile,whatsapp,0.806,0.162,1,1,payment_failure,failed,mandate_failed,1,0,0,1,14783.21,0
txn_000757,cust_0338,24687.29,9,0.523,CARD,0.88,mobile,email,0.521,0.862,1,1,overdue_receivable,overdue,invoice_overdue,1,1,0,1,24687.29,0
txn_000758,cust_0324,8955.33,24,0.627,UPI,0.947,invoice,email,0.356,0.23,0,0,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000759,cust_0277,5848.69,6,0.872,WALLET,0.948,web,whatsapp,0.927,0.091,1,0,failed_subscription,failed,timeout,1,0,0,1,5848.69,0
txn_000760,cust_0456,21951.54,1,0.564,WALLET,0.987,subscription,sms,0.633,0.242,1,0,payment_failure,failed,bank_decline,1,0,0,0,0.0,0
txn_000761,cust_0099,10956.07,26,0.579,WALLET,0.879,payment_link,email,0.945,0.646,1,1,payment_failure,failed,bank_decline,1,1,0,1,10956.07,0
txn_000762,cust_0084,47727.36,10,0.833,CARD,0.904,invoice,whatsapp,0.496,0.431,1,1,overdue_receivable,overdue,invoice_overdue,1,2,1,1,47727.36,0
txn_000763,cust_0278,613.58,4,0.816,WALLET,0.763,mobile,sms,0.42,0.188,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000764,cust_0633,4752.44,8,0.783,UPI,0.714,web,whatsapp,0.104,0.129,1,1,payment_failure,failed,bank_decline,1,2,0,0,0.0,0
txn_000765,cust_0711,45824.23,23,0.958,WALLET,0.735,payment_link,sms,0.006,0.052,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000766,cust_0773,4075.61,2,0.779,CARD,0.825,subscription,whatsapp,0.252,0.326,0,1,payment_failure,failed,insufficient_funds,1,3,1,1,4075.61,0
txn_000767,cust_0728,15784.69,21,0.705,WALLET,0.907,mobile,sms,0.527,0.901,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000768,cust_0577,6592.36,28,0.595,CARD,0.979,invoice,whatsapp,0.12,0.738,1,0,payment_failure,failed,bank_decline,1,0,0,1,6592.36,0
txn_000769,cust_0517,35807.1,18,0.826,CARD,0.752,mobile,sms,0.001,0.853,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000770,cust_0752,2642.87,29,0.965,NETBANKING,0.778,subscription,sms,0.646,0.986,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000771,cust_0440,7926.96,12,0.83,CARD,0.848,subscription,sms,0.154,0.616,1,0,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000772,cust_0440,21358.42,2,0.625,NETBANKING,0.743,payment_link,sms,0.226,0.469,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000773,cust_0456,10256.52,3,0.863,WALLET,0.919,mobile,sms,0.454,0.212,1,1,checkout_dropoff,abandoned,customer_abandoned,1,2,0,1,10256.52,0
txn_000774,cust_0738,11468.23,18,0.913,NETBANKING,0.761,invoice,email,0.393,0.064,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000775,cust_0678,9503.03,23,0.745,NETBANKING,0.944,mobile,email,0.807,0.017,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000776,cust_0763,49320.52,19,0.888,NETBANKING,0.93,subscription,sms,0.433,0.468,0,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000777,cust_0685,28347.55,13,0.808,NETBANKING,0.796,invoice,sms,0.955,0.333,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000778,cust_0115,34057.67,20,0.751,CARD,0.774,subscription,whatsapp,0.101,0.606,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000779,cust_0286,20675.82,20,0.584,NETBANKING,0.785,web,whatsapp,0.756,0.383,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000780,cust_0736,27173.75,5,0.618,WALLET,0.872,payment_link,email,0.345,0.035,0,1,checkout_dropoff,abandoned,customer_abandoned,1,3,0,0,0.0,0
txn_000781,cust_0033,19505.46,3,0.893,UPI,0.908,mobile,email,0.881,0.639,0,0,failed_subscription,failed,bank_decline,1,2,1,1,19505.46,0
txn_000782,cust_0650,7769.23,3,0.741,UPI,0.874,payment_link,email,0.936,0.777,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000783,cust_0084,2191.31,8,0.931,WALLET,0.91,web,sms,0.42,0.097,1,1,mandate_failure,failed,mandate_failed,1,2,0,1,2191.31,0
txn_000784,cust_0160,38247.05,12,0.845,UPI,0.916,invoice,email,0.404,0.678,1,1,payment_failure,failed,bank_decline,1,3,1,1,38247.05,0
txn_000785,cust_0491,20187.13,23,0.962,NETBANKING,0.968,payment_link,email,0.505,0.247,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000786,cust_0560,37709.35,20,0.934,NETBANKING,0.869,invoice,sms,0.052,0.337,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000787,cust_0228,11535.01,15,0.952,CARD,0.918,mobile,email,0.214,0.716,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000788,cust_0081,23921.04,13,0.927,CARD,0.759,payment_link,whatsapp,0.792,0.743,1,1,payment_failure,failed,bank_decline,1,0,0,1,23921.04,0
txn_000789,cust_0471,25466.8,29,0.757,UPI,0.75,invoice,whatsapp,0.021,0.032,0,1,failed_subscription,failed,bank_decline,1,2,0,1,25466.8,0
txn_000790,cust_0353,9490.88,2,0.846,NETBANKING,0.893,web,email,0.583,0.488,1,0,payment_failure,failed,authentication_failed,1,2,1,1,9490.88,0
txn_000791,cust_0344,31103.85,23,0.793,UPI,0.762,invoice,sms,0.325,0.151,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000792,cust_0303,9842.94,20,0.766,NETBANKING,0.878,mobile,email,0.821,0.343,1,1,mandate_failure,failed,mandate_failed,1,3,0,1,9842.94,0
txn_000793,cust_0711,48851.18,23,0.963,CARD,0.825,invoice,email,0.691,0.521,1,1,payment_failure,failed,timeout,1,0,0,1,48851.18,0
txn_000794,cust_0543,5617.57,26,0.769,WALLET,0.746,payment_link,email,0.593,0.896,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000795,cust_0607,30102.69,29,0.81,WALLET,0.792,mobile,whatsapp,0.149,0.793,1,0,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000796,cust_0159,48564.49,20,0.78,WALLET,0.852,payment_link,sms,0.24,0.892,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000797,cust_0120,31301.0,16,0.796,NETBANKING,0.797,payment_link,sms,0.208,0.8,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000798,cust_0076,3277.33,26,0.709,NETBANKING,0.854,web,sms,0.829,0.426,1,1,mandate_failure,failed,mandate_failed,1,0,0,1,3277.33,0
txn_000799,cust_0732,4194.34,2,0.74,WALLET,0.979,mobile,email,0.072,0.268,1,1,payment_failure,failed,bank_decline,1,3,1,1,4194.34,0
txn_000800,cust_0060,14761.66,20,0.687,WALLET,0.894,mobile,sms,0.326,0.574,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000801,cust_0089,20139.61,11,0.801,CARD,0.966,subscription,whatsapp,0.249,0.613,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000802,cust_0309,45092.94,23,0.667,NETBANKING,0.88,web,whatsapp,0.065,0.53,1,1,overdue_receivable,overdue,invoice_overdue,1,3,0,1,45092.94,0
txn_000803,cust_0608,6173.02,13,0.753,UPI,0.79,web,email,0.444,0.121,1,1,checkout_dropoff,abandoned,customer_abandoned,1,0,0,1,6173.02,0
txn_000804,cust_0577,43433.79,20,0.825,UPI,0.956,subscription,sms,0.946,0.114,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000805,cust_0014,17905.66,4,0.837,CARD,0.829,mobile,sms,0.851,0.077,0,1,checkout_dropoff,abandoned,customer_abandoned,1,1,0,1,17905.66,0
txn_000806,cust_0746,702.5,20,0.85,WALLET,0.705,mobile,email,0.948,0.369,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000807,cust_0276,13951.59,9,0.676,UPI,0.793,subscription,sms,0.764,0.96,1,1,mandate_failure,failed,mandate_failed,1,1,0,0,0.0,0
txn_000808,cust_0542,5123.54,22,0.805,NETBANKING,0.788,web,whatsapp,0.36,0.421,1,1,payment_failure,failed,insufficient_funds,1,2,0,1,5123.54,0
txn_000809,cust_0794,49942.47,5,0.755,WALLET,0.85,mobile,whatsapp,0.928,0.407,1,1,failed_subscription,failed,timeout,1,0,0,1,49942.47,0
txn_000810,cust_0034,9216.93,4,0.822,WALLET,0.896,subscription,email,0.404,0.862,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000811,cust_0407,18040.43,3,0.832,WALLET,0.956,mobile,sms,0.297,0.824,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000812,cust_0207,23190.63,14,0.793,CARD,0.748,subscription,email,0.055,0.33,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000813,cust_0612,4570.92,29,0.749,UPI,0.709,web,email,0.046,0.345,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000814,cust_0225,43365.99,23,0.851,UPI,0.845,subscription,whatsapp,0.362,0.171,1,1,checkout_dropoff,abandoned,customer_abandoned,1,1,0,1,43365.99,0
txn_000815,cust_0483,5791.18,6,0.888,UPI,0.782,mobile,email,0.382,0.092,1,1,mandate_failure,failed,mandate_failed,1,2,0,0,0.0,0
txn_000816,cust_0698,27265.77,5,0.598,NETBANKING,0.741,mobile,sms,0.538,0.593,1,0,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000817,cust_0550,37922.62,28,0.352,UPI,0.944,payment_link,whatsapp,0.219,0.734,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000818,cust_0125,21666.85,9,0.854,CARD,0.822,payment_link,sms,0.394,0.986,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000819,cust_0041,45840.12,25,0.839,WALLET,0.861,subscription,email,0.825,0.505,1,1,payment_failure,failed,mandate_failed,1,2,0,1,45840.12,0
txn_000820,cust_0396,6104.96,10,0.983,CARD,0.921,mobile,email,0.696,0.239,0,1,checkout_dropoff,abandoned,customer_abandoned,1,3,1,1,6104.96,0
txn_000821,cust_0302,19328.52,20,0.634,CARD,0.826,subscription,whatsapp,0.647,0.272,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000822,cust_0527,22179.73,17,0.89,WALLET,0.868,payment_link,whatsapp,0.484,0.729,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000823,cust_0728,36984.9,6,0.877,WALLET,0.869,subscription,email,0.959,0.021,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000824,cust_0792,17773.32,15,0.907,WALLET,0.742,web,email,0.901,0.174,1,1,mandate_failure,failed,mandate_failed,1,3,1,1,17773.32,0
txn_000825,cust_0516,19096.38,1,0.944,CARD,0.718,mobile,sms,0.652,0.912,1,1,payment_failure,failed,insufficient_funds,1,2,0,1,19096.38,0
txn_000826,cust_0688,21783.96,29,0.974,WALLET,0.733,web,whatsapp,0.228,0.099,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000827,cust_0312,48053.69,9,0.85,CARD,0.843,invoice,whatsapp,0.296,0.326,1,0,checkout_dropoff,abandoned,customer_abandoned,1,0,1,1,48053.69,0
txn_000828,cust_0308,27837.77,9,0.734,UPI,0.935,mobile,sms,0.984,0.824,1,1,failed_subscription,failed,bank_decline,1,2,1,1,27837.77,0
txn_000829,cust_0733,44813.03,15,0.842,UPI,0.818,invoice,email,0.873,0.032,0,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000830,cust_0444,16917.57,2,0.92,UPI,0.752,mobile,email,0.813,0.94,1,0,payment_failure,failed,timeout,1,2,1,1,16917.57,0
txn_000831,cust_0015,27526.24,27,0.948,WALLET,0.958,mobile,whatsapp,0.055,0.177,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000832,cust_0325,31936.53,4,0.938,NETBANKING,0.96,subscription,sms,0.355,0.951,1,1,payment_failure,failed,mandate_failed,1,0,0,1,31936.53,0
txn_000833,cust_0110,38765.05,19,0.585,NETBANKING,0.952,web,email,0.797,0.346,0,1,overdue_receivable,overdue,invoice_overdue,1,0,0,1,38765.05,0
txn_000834,cust_0423,11510.89,27,0.619,CARD,0.917,invoice,email,0.913,0.755,1,1,mandate_failure,failed,mandate_failed,1,3,0,1,11510.89,0
txn_000835,cust_0117,2789.27,13,0.838,NETBANKING,0.801,mobile,email,0.208,0.446,1,1,payment_failure,failed,insufficient_funds,1,3,0,1,2789.27,0
txn_000836,cust_0741,49577.08,4,0.667,NETBANKING,0.879,payment_link,email,0.094,0.781,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000837,cust_0254,12408.67,9,0.886,CARD,0.936,web,whatsapp,0.927,0.703,0,1,checkout_dropoff,abandoned,customer_abandoned,1,1,0,0,0.0,0
txn_000838,cust_0614,23456.17,22,0.847,WALLET,0.912,payment_link,sms,0.046,0.55,1,1,failed_subscription,failed,timeout,1,1,0,0,0.0,0
txn_000839,cust_0743,6731.58,13,0.778,WALLET,0.792,mobile,sms,0.991,0.422,1,1,mandate_failure,failed,mandate_failed,1,2,0,1,6731.58,0
txn_000840,cust_0283,17482.0,25,0.741,WALLET,0.86,web,email,0.859,0.102,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000841,cust_0166,40739.93,28,0.834,UPI,0.914,web,email,0.316,0.484,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000842,cust_0788,48439.41,26,0.935,WALLET,0.926,subscription,sms,0.315,0.482,0,1,overdue_receivable,overdue,invoice_overdue,1,1,0,1,48439.41,0
txn_000843,cust_0382,10080.36,9,0.827,UPI,0.715,web,email,0.939,0.187,1,0,mandate_failure,failed,mandate_failed,1,2,0,1,10080.36,0
txn_000844,cust_0612,21349.24,9,0.636,WALLET,0.842,subscription,email,0.747,0.11,0,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000845,cust_0070,7350.16,7,0.625,WALLET,0.99,subscription,sms,0.181,0.12,1,1,payment_failure,failed,bank_decline,1,2,0,1,7350.16,0
txn_000846,cust_0669,12235.23,11,0.922,NETBANKING,0.851,mobile,sms,0.682,0.449,1,1,checkout_dropoff,abandoned,customer_abandoned,1,0,0,0,0.0,0
txn_000847,cust_0199,12870.14,23,0.85,CARD,0.761,web,sms,0.519,0.539,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000848,cust_0562,47072.73,3,0.81,WALLET,0.958,mobile,whatsapp,0.453,0.315,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000849,cust_0799,31647.38,24,0.956,UPI,0.712,payment_link,whatsapp,0.763,0.169,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000850,cust_0521,24814.86,15,0.778,NETBANKING,0.777,payment_link,email,0.89,0.979,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000851,cust_0638,11152.24,6,0.844,WALLET,0.835,subscription,sms,0.748,0.222,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000852,cust_0263,20907.66,25,0.886,CARD,0.739,mobile,whatsapp,0.425,0.136,1,0,checkout_dropoff,abandoned,customer_abandoned,1,0,1,1,20907.66,0
txn_000853,cust_0506,9799.17,20,0.884,CARD,0.78,mobile,email,0.249,0.235,0,0,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000854,cust_0544,28496.78,29,0.908,WALLET,0.872,subscription,email,0.759,0.191,1,1,payment_failure,failed,timeout,1,0,0,1,28496.78,0
txn_000855,cust_0252,41896.61,17,0.875,UPI,0.97,web,sms,0.757,0.052,1,1,checkout_dropoff,abandoned,customer_abandoned,1,1,0,0,0.0,0
txn_000856,cust_0400,19917.87,14,0.788,NETBANKING,0.837,invoice,whatsapp,0.798,0.127,1,1,payment_failure,failed,timeout,1,2,0,1,19917.87,0
txn_000857,cust_0356,10750.57,26,0.962,CARD,0.812,mobile,whatsapp,0.638,0.943,0,0,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000858,cust_0775,36926.98,1,0.862,NETBANKING,0.979,subscription,whatsapp,0.832,0.464,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000859,cust_0546,30121.95,5,0.551,NETBANKING,0.929,web,sms,0.201,0.412,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000860,cust_0621,13004.31,27,0.771,NETBANKING,0.91,subscription,whatsapp,0.67,0.799,1,1,payment_failure,failed,mandate_failed,1,1,0,1,13004.31,0
txn_000861,cust_0078,12824.61,1,0.755,NETBANKING,0.835,subscription,sms,0.655,0.103,0,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000862,cust_0413,19429.4,29,0.683,UPI,0.714,web,sms,0.372,0.273,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000863,cust_0624,2643.13,26,0.873,NETBANKING,0.906,web,whatsapp,0.582,0.198,1,1,checkout_dropoff,abandoned,customer_abandoned,1,0,1,1,2643.13,0
txn_000864,cust_0040,32586.1,22,0.932,UPI,0.718,web,whatsapp,0.745,0.024,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000865,cust_0572,45898.13,25,0.866,CARD,0.727,mobile,whatsapp,0.211,0.239,1,1,checkout_dropoff,abandoned,customer_abandoned,1,2,0,0,0.0,0
txn_000866,cust_0091,38507.71,29,0.598,NETBANKING,0.867,web,email,0.934,0.035,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000867,cust_0135,2201.89,18,0.951,UPI,0.889,mobile,whatsapp,0.395,0.608,1,1,checkout_dropoff,abandoned,customer_abandoned,1,1,0,1,2201.89,0
txn_000868,cust_0268,21332.04,15,0.918,CARD,0.755,invoice,email,0.361,0.862,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000869,cust_0649,40037.42,26,0.9,CARD,0.706,mobile,sms,0.952,0.725,1,1,overdue_receivable,overdue,invoice_overdue,1,0,0,1,40037.42,0
txn_000870,cust_0057,8366.6,11,0.871,NETBANKING,0.857,payment_link,sms,0.494,0.513,1,1,payment_failure,failed,timeout,1,1,0,0,0.0,0
txn_000871,cust_0136,3866.19,6,0.843,UPI,0.708,payment_link,whatsapp,0.153,0.627,1,1,payment_failure,failed,insufficient_funds,1,1,0,0,0.0,0
txn_000872,cust_0391,42078.06,24,0.673,NETBANKING,0.835,mobile,email,0.657,0.147,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000873,cust_0577,46581.65,27,0.84,WALLET,0.858,mobile,sms,0.18,0.347,1,1,failed_subscription,failed,timeout,1,1,0,1,46581.65,0
txn_000874,cust_0240,21122.7,15,0.934,CARD,0.857,subscription,email,0.957,0.391,1,1,failed_subscription,failed,insufficient_funds,1,1,0,1,21122.7,0
txn_000875,cust_0294,24405.04,12,0.921,NETBANKING,0.886,invoice,email,0.186,0.303,1,0,failed_subscription,failed,insufficient_funds,1,0,0,1,24405.04,0
txn_000876,cust_0590,32913.28,11,0.919,WALLET,0.911,subscription,email,0.691,0.114,0,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000877,cust_0720,28134.18,2,0.591,CARD,0.744,invoice,whatsapp,0.887,0.732,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000878,cust_0277,41657.98,21,0.765,NETBANKING,0.819,payment_link,whatsapp,0.17,0.757,1,1,checkout_dropoff,abandoned,customer_abandoned,1,2,0,1,41657.98,0
txn_000879,cust_0263,1715.03,17,0.713,UPI,0.749,payment_link,sms,0.352,0.774,1,1,checkout_dropoff,abandoned,customer_abandoned,1,1,1,1,1715.03,0
txn_000880,cust_0548,14948.49,20,0.829,NETBANKING,0.826,web,whatsapp,0.459,0.97,0,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000881,cust_0745,38381.55,3,0.902,UPI,0.864,mobile,email,0.468,0.888,1,1,failed_subscription,failed,bank_decline,1,0,0,1,38381.55,0
txn_000882,cust_0230,22187.04,14,0.737,NETBANKING,0.842,payment_link,email,0.701,0.986,1,1,overdue_receivable,overdue,invoice_overdue,1,1,0,1,22187.04,0
txn_000883,cust_0329,44179.09,21,0.667,NETBANKING,0.869,subscription,whatsapp,0.149,0.838,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000884,cust_0488,41392.08,7,0.936,WALLET,0.728,payment_link,whatsapp,0.856,0.48,1,1,failed_subscription,failed,bank_decline,1,0,0,1,41392.08,0
txn_000885,cust_0760,25107.37,11,0.865,NETBANKING,0.718,invoice,sms,0.898,0.304,1,1,failed_subscription,failed,timeout,1,2,0,1,25107.37,0
txn_000886,cust_0167,48903.21,17,0.742,CARD,0.914,web,whatsapp,0.538,0.355,1,0,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000887,cust_0456,6286.14,1,0.773,UPI,0.924,mobile,email,0.043,0.428,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000888,cust_0164,34580.8,22,0.871,WALLET,0.852,payment_link,email,0.724,0.02,0,1,failed_subscription,failed,bank_decline,1,0,0,0,0.0,0
txn_000889,cust_0404,44437.88,17,0.876,NETBANKING,0.892,payment_link,email,0.74,0.441,1,1,failed_subscription,failed,bank_decline,1,2,0,1,44437.88,0
txn_000890,cust_0491,40089.1,27,0.782,NETBANKING,0.93,payment_link,sms,0.092,0.056,1,1,mandate_failure,failed,mandate_failed,1,2,1,1,40089.1,0
txn_000891,cust_0680,26254.26,4,0.926,WALLET,0.954,mobile,sms,0.707,0.761,1,1,payment_failure,failed,authentication_failed,1,1,1,1,26254.26,0
txn_000892,cust_0108,41713.66,15,0.974,CARD,0.806,subscription,whatsapp,0.304,0.009,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000893,cust_0541,30710.89,13,0.574,WALLET,0.854,subscription,email,0.029,0.041,1,1,overdue_receivable,overdue,invoice_overdue,1,3,0,0,0.0,0
txn_000894,cust_0061,33663.42,16,0.894,NETBANKING,0.757,mobile,sms,0.951,0.538,1,0,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000895,cust_0435,36031.18,12,0.943,NETBANKING,0.949,payment_link,email,0.919,0.354,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000896,cust_0066,32004.46,10,0.943,NETBANKING,0.749,payment_link,whatsapp,0.144,0.503,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000897,cust_0454,42623.75,20,0.783,NETBANKING,0.947,invoice,whatsapp,0.993,0.816,1,0,payment_failure,failed,insufficient_funds,1,3,0,1,42623.75,0
txn_000898,cust_0188,2600.47,3,0.856,WALLET,0.956,payment_link,sms,0.561,0.38,1,0,payment_failure,failed,insufficient_funds,1,0,0,1,2600.47,0
txn_000899,cust_0519,37478.24,8,0.956,NETBANKING,0.829,invoice,whatsapp,0.346,0.451,0,1,checkout_dropoff,abandoned,customer_abandoned,1,0,1,1,37478.24,0
txn_000900,cust_0779,7867.07,17,0.832,CARD,0.81,invoice,sms,0.859,0.221,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000901,cust_0077,7294.66,9,0.659,CARD,0.903,web,whatsapp,0.719,0.44,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000902,cust_0434,30062.08,9,0.761,NETBANKING,0.821,payment_link,sms,0.354,0.525,1,1,checkout_dropoff,abandoned,customer_abandoned,1,1,0,0,0.0,0
txn_000903,cust_0774,7624.67,16,0.906,NETBANKING,0.836,subscription,whatsapp,0.828,0.451,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000904,cust_0103,6703.2,16,0.74,CARD,0.742,mobile,sms,0.168,0.164,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000905,cust_0408,24340.12,22,0.889,NETBANKING,0.988,subscription,email,0.819,0.556,0,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_000906,cust_0411,25795.53,3,0.895,NETBANKING,0.947,mobile,email,0.779,0.631,1,1,mandate_failure,failed,mandate_failed,1,3,1,1,25795.53,0
txn_000907,cust_0215,3018.8,13,0.625,NETBANKING,0.741,web,sms,0.444,0.325,0,1,mandate_failure,failed,mandate_failed,1,1,1,1,3018.8,0
txn_000908,cust_0671,13546.98,21,0.681,NETBANKING,0.771,payment_link,email,0.752,0.018,1,1,payment_failure,failed,mandate_failed,1,0,1,1,13546.98,0
txn_000909,cust_0532,24315.8,16,0.528,UPI,0.708,subscription,email,0.023,0.517,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
